707629	A3307M004	332.925	-11.681306	160.06	52815.5983326	I.MP9701	03AL03	03AQ05	2003-06-25	14:21:35.93	
707628	A3307P004	332.57529	-10.774028	160.05	52815.5952014	I.MP9701	03AL03	03AQ05	2003-06-25	14:17:05.40	
705156	VWDAA05	189.47725	-5.6959722	140.05	52796.3544129	R.MP9601	03AL03	03AQ04	2003-06-06	8:30:21.28	
705155	VWDAA06	189.86675	-4.7862222	140.04	52796.351611	R.MP9601	03AL03	03AQ04	2003-06-06	8:26:19.19	
705170	VWDAA07	190.25521	-3.8762778	140.05	52796.3935398	R.MP9601	03AL03	03AQ04	2003-06-06	9:26:41.84	
705171	VWDAA06	189.86675	-4.7862222	140.06	52796.396399	R.MP9601	03AL03	03AQ04	2003-06-06	9:30:48.88	
703589	VWDAA06	189.86675	-4.7861944	140.05	52786.4166196	R.MP9601	03AL03	03AQ04	2003-05-27	9:59:55.93	
703587	VWDAA07	190.25521	-3.8761667	140.04	52786.4062481	R.MP9601	03AL03	03AQ04	2003-05-27	9:44:59.83	
707488	A3307M004	332.925	-11.681278	160.05	52814.5254997	I.MP9701	03AL03	03AQ05	2003-06-24	12:36:43.18	
707489	A3307M014	333.277	-12.588194	160.04	52814.5286164	I.MP9701	03AL03	03AQ05	2003-06-24	12:41:12.46	
696026	VWDAA08	190.64283	-2.9659444	140.06	52722.5514764	G.MP9401	03AL03	03AQ02	2003-03-24	13:14:07.56	
696025	VWDAA07	190.25521	-3.8760556	140.03	52722.5489302	G.MP9401	03AL03	03AQ02	2003-03-24	13:10:27.57	
696028	VWDAA10	190.77904	-5.1724722	140.04	52722.5564877	G.MP9401	03AL03	03AQ02	2003-03-24	13:21:20.53	
696027	VWDAA09	190.39042	-6.0831944	140.04	52722.5540133	G.MP9401	03AL03	03AQ02	2003-03-24	13:17:46.75	
696029	VWDAA11	191.16658	-4.2619722	140.05	52722.5597028	G.MP9401	03AL03	03AQ02	2003-03-24	13:25:58.32	
696009	VWDAA08	190.64283	-2.9659167	140.05	52722.5053921	G.MP9401	03AL03	03AQ02	2003-03-24	12:07:45.88	
696011	VWDAA10	190.77904	-5.1725833	140.06	52722.5104121	G.MP9401	03AL03	03AQ02	2003-03-24	12:14:59.60	
696008	VWDAA07	190.25521	-3.8761667	140.04	52722.5029009	G.MP9401	03AL03	03AQ02	2003-03-24	12:04:10.64	
696012	VWDAA11	191.16658	-4.2621111	140.05	52722.5129015	G.MP9401	03AL03	03AQ02	2003-03-24	12:18:34.69	
696010	VWDAA09	190.39042	-6.0833056	140.04	52722.5079238	G.MP9401	03AL03	03AQ02	2003-03-24	12:11:24.61	
703567	VWDAA09	190.39042	-6.0829722	140.04	52786.3113714	R.MP9601	03AL03	03AQ04	2003-05-27	7:28:22.48	
703568	VWDAA08	190.64283	-2.966	140.04	52786.3143712	R.MP9601	03AL03	03AQ04	2003-05-27	7:32:41.67	
705135	VWDAA09	190.39042	-6.0829722	140.05	52796.2930436	R.MP9601	03AL03	03AQ04	2003-06-06	7:01:58.97	
705136	VWDAA08	190.64283	-2.9660833	140.05	52796.2958594	R.MP9601	03AL03	03AQ04	2003-06-06	7:06:02.25	
695994	VWDAA10	190.77904	-5.1724167	140.04	52722.4654701	G.MP9401	03AL03	03AQ02	2003-03-24	11:10:16.61	
695993	VWDAA09	190.39042	-6.0831667	140.04	52722.4629823	G.MP9401	03AL03	03AQ02	2003-03-24	11:06:41.67	
695992	VWDAA08	190.64283	-2.9658056	140.04	52722.4604541	G.MP9401	03AL03	03AQ02	2003-03-24	11:03:03.24	
